PLANTILLA_PERDIDASDELINEA;;;;;
Sistema;COV - CNG;;;;
Tramo;COV - CTG;;;;
Distancia;N/A;;;;
Prop1;N/A;;;;
Prop2;N/A;;;;
Prop3;N/A;;;;
Prop4;N/A;;;;
Prop5;N/A;;;;
Prop6;N/A;;;;
Estampa de tiempo;DPreal (psi);Flujo (BLS/h);GE (API);Visc. Obs. (cSt); GElínea 
11/03/2022 0:00;1320,923167;5109,094167;23,36;67,42;23,36
11/03/2022 1:00;1324,299333;5115,303667;23,36;67,53;23,36
11/03/2022 2:00;1322,505667;5115,624667;23,36;67,77;23,36
11/03/2022 3:00;1322,36;5112,007667;23,36;67,9;23,36
11/03/2022 4:00;1322,225;5116,897667;23,36;68,28;23,36
11/03/2022 5:00;1322,219167;5117,613667;23,36;68,77;23,36
11/03/2022 6:00;1322,250333;5114,338167;23,36;68,79;23,36
11/03/2022 7:00;1321,3675;5112,249333;23,36;68,34;23,36
11/03/2022 8:00;1320,215167;5110,598333;23,36;67,66;23,36
11/03/2022 9:00;1318,476833;5105,762;24,8;64,75;23,42
11/03/2022 11:00;1298,976667;5078,840333;24,27333333;53,18;23,54
11/03/2022 12:00;1296,243333;5076,28;24,16666667;54,93;23,58
11/03/2022 13:00;1300,436167;5098,1425;23,43333333;60,35;23,58
11/03/2022 14:00;1298,2685;5096,291833;23,45;60,04;23,58
11/03/2022 15:00;1298,209167;5110,652;23,45;60,12;23,6
11/03/2022 16:00;1292,174;5077,813667;23,5;60,35;23,59
11/03/2022 17:00;1018,164667;4380,395333;23,45;61,29;23,57
11/03/2022 18:00;1003,222333;4388,360333;23,45;61,27;23,57
11/03/2022 19:00;1001,9215;4391,386667;23,45;61,23;23,58
11/03/2022 20:00;1000,376167;4384,900333;23,45;61,26;23,58
11/03/2022 21:00;998,2566667;4387,941333;23,45;61,27;23,58
11/03/2022 22:00;1001,532833;4389,494;23,45;61,39;23,59
11/03/2022 23:00;1000,922833;4388,788833;23,45;61,51;23,59
12/03/2022 0:00;1215,5545;4980,2575;23,45;61,56;23,62
12/03/2022 1:00;1286,343833;5094,8875;23,45;61,8;23,63
12/03/2022 2:00;1284,096167;5093,1815;23,45;61,95;23,63
12/03/2022 3:00;1282,4755;5096,314167;23,45;62,03;23,63
12/03/2022 4:00;1280,811;5100,019833;23,45;62,41;23,64
12/03/2022 5:00;1279,189;5099,278667;23,45;62,94;23,64
12/03/2022 6:00;1277,553833;5105,073333;23,45;62,78;23,66
12/03/2022 7:00;1275,0265;5103,859833;23,43333333;62,62;23,66
12/03/2022 8:00;1273,877667;5099,990833;23,45;62,65;23,65
12/03/2022 9:00;1274,245167;5099,601167;23,45;62,2;23,6
12/03/2022 10:00;1272,365167;5107,294167;23,45;62,33;23,48
12/03/2022 11:00;1274,36;5115,981;23,45;62,58;23,45
12/03/2022 12:00;1275,947833;5106,585833;23,45;62,48;23,45
12/03/2022 13:00;1276,576667;5102,238167;23,45714286;62,1;23,45
12/03/2022 14:00;1276,046333;5101,0535;23,45;62,09;23,45
12/03/2022 15:00;1275,615167;5104,007833;23,45;62,26;23,45
12/03/2022 16:00;1023,378;4412,635;23,45;62,65;23,45
12/03/2022 17:00;976,2915;4348,4445;23,45;63,15;23,45
12/03/2022 18:00;975,9875;4348,797333;23,45;63,7;23,45
12/03/2022 19:00;975,519;4354,654;23,45;63,87;23,45
12/03/2022 20:00;974,6266667;4344,2565;23,45;64,08;23,45
12/03/2022 21:00;973,9696667;4346,528833;23,45;63,97;23,45
12/03/2022 22:00;973,8098333;4348,798333;23,45;63,99;23,45
12/03/2022 23:00;973,3836667;4350,891;23,45;64,3;23,45
13/03/2022 0:00;1005,263167;4419,702667;23,45;64,58;23,45
13/03/2022 1:00;972,3038333;4347,531667;23,45;65,3;23,45
13/03/2022 2:00;972,2226667;4347,2255;23,45;65,63;23,45
13/03/2022 3:00;971,9855;4354,6455;23,45;65,47;23,45
13/03/2022 4:00;971,6683333;4355,181333;23,45;65,64;23,45
13/03/2022 5:00;971,4915;4353,583667;23,45;65,87;23,45
13/03/2022 6:00;971,4723333;4350,4615;23,45;65,4;23,45
13/03/2022 7:00;976,8258333;4349,192333;23,45;65,01;23,45
13/03/2022 8:00;1216,949667;4988,8085;23,45;64,23;23,45
13/03/2022 9:00;1282,263667;5103,955;23,44285714;63,6;23,45
13/03/2022 10:00;1280,041833;5100,144833;23,44285714;63,13;23,45
13/03/2022 11:00;1278,707833;5107,512667;23,44285714;63,75;23,45
13/03/2022 12:00;1277,7525;5106,689333;23,45714286;63,06;23,45
13/03/2022 13:00;1276,779833;5105,868333;23,45;63,13;23,45
13/03/2022 14:00;1276,124833;5098,865667;23,45;63,2;23,45
13/03/2022 15:00;1275,188667;5097,429167;23,45;63,01;23,45
13/03/2022 16:00;1276,0005;5096,982;23,45;63,37;23,45
13/03/2022 17:00;1277,962833;5103,812667;23,45;63,73;23,45
13/03/2022 18:00;1277,629667;5107,021833;23,45;62,65;23,45
13/03/2022 19:00;1276,161;5109,011167;23,45;62,32;23,45
13/03/2022 20:00;1275,280333;5112,582833;23,45;62,31;23,45
13/03/2022 21:00;1274,893333;5116,036833;23,45;62,64;23,45
13/03/2022 22:00;1274,657833;5113,605167;23,45;62,85;23,45
13/03/2022 23:00;1274,4385;5110,642833;23,45;63,14;23,45
14/03/2022 0:00;1274,532333;5101,3935;23,45;63,38;23,45
14/03/2022 2:00;1285,862667;5105,359167;20,39019608;60,42;23,32
14/03/2022 3:00;1281,121333;5110,452167;23,31666667;59,27;23,31
14/03/2022 4:00;1282,363333;5103,298667;23,31666667;59,12;23,3
14/03/2022 5:00;1283,634667;5109,1695;23,31666667;58,82;23,3
14/03/2022 6:00;1279,9255;5107,220333;23,31666667;58,81;23,29
14/03/2022 7:00;1278,1985;5106,284333;23,31666667;58,66;23,29
14/03/2022 8:00;1276,575333;5109,0635;23,65;58,07;23,3
14/03/2022 9:00;1275,1975;5109,217167;23,64444444;57,71;23,31
14/03/2022 10:00;1273,811833;5105,071167;23,64444444;57,57;23,31
14/03/2022 11:00;1272,826833;5096,2055;23,64444444;57,38;23,33
14/03/2022 12:00;1272,014;5102,855333;23,64444444;57,22;23,34
14/03/2022 13:00;1270,584833;5107,4325;23,64444444;57,17;23,34
14/03/2022 14:00;1270,359167;5105,769167;23,64444444;57,26;23,35
14/03/2022 15:00;1269,129;5107,677;23,65;57,32;23,36
14/03/2022 16:00;1269,049333;5109,338167;23,65;57,67;23,36
14/03/2022 17:00;1034,056667;4453,447833;23,66;58,51;23,39
14/03/2022 18:00;972,4821667;4355,720333;23,65;58,69;23,39
14/03/2022 19:00;972,4061667;4357,6555;23,65;58,63;23,4
14/03/2022 20:00;971,6746667;4352,581333;23,65;58,59;23,41
14/03/2022 21:00;970,019;4357,7405;23,65;58,57;23,41
14/03/2022 22:00;968,0366667;4352,526167;23,65;58,64;23,42
14/03/2022 23:00;968,404;4359,284167;23,65;58,77;23,43
15/03/2022 0:00;967,0165;4358,150167;23,65;58,86;23,44
15/03/2022 1:00;962,0708333;4354,983833;23,65;59,01;23,44
15/03/2022 2:00;968,7071667;4360,909;23,65;58,86;23,45
15/03/2022 3:00;970,815;4363,134667;23,65;58,89;23,46
15/03/2022 4:00;970,4685;4363,148833;23,65;58,97;23,47
15/03/2022 5:00;969,9226667;4360,8825;23,65;59,03;23,59
15/03/2022 6:00;968,4746667;4358,096167;23,65;59,26;23,6
15/03/2022 7:00;973,9686667;4376,607833;23,65;59,01;23,61
15/03/2022 8:00;973,9303333;4368,233;23,65;58,68;23,62
15/03/2022 9:00;975,064;4368,091667;23,63333333;57,92;23,64
15/03/2022 10:00;975,2983333;4373,868167;23,65714286;57,67;23,65
15/03/2022 11:00;976,1468333;4363,443167;23,64705882;57,26;23,65
15/03/2022 12:00;973,5831667;4376,640333;23,65;56,92;23,65
15/03/2022 13:00;972,7453333;4360,4025;23,65;57,23;23,65
15/03/2022 14:00;970,8916667;4374,536333;23,66666667;57,32;23,65
15/03/2022 15:00;972,5991667;4374,060333;23,66666667;57,43;23,65
15/03/2022 16:00;982,9248333;4399,726667;23,66666667;57,56;23,65
15/03/2022 17:00;975,6625;4386,774833;23,66666667;57,92;23,65
15/03/2022 18:00;977,214;4381,37;23,66666667;58,31;23,65
15/03/2022 19:00;976,7873333;4375,179333;23,66666667;58,39;23,65
15/03/2022 20:00;976,8918333;4380,857167;23,66666667;58,45;23,65
15/03/2022 21:00;977,169;4380,054333;23,66666667;58,53;23,65
15/03/2022 22:00;977,0953333;4381,285833;23,66666667;58,46;23,66
15/03/2022 23:00;972,6405;4381,837;23,66666667;58,5;23,66
16/03/2022 0:00;1167,729;4926,889833;23,66666667;58,46;23,66
16/03/2022 1:00;1260,575667;5096,335;23,66666667;58,55;23,66
16/03/2022 2:00;1264,124333;5095,608;23,66666667;58,77;23,66
16/03/2022 3:00;1263,643333;5101,7885;23,66666667;58,78;23,66
16/03/2022 4:00;1120,255667;4680,4615;23,66666667;59,13;23,66
16/03/2022 5:00;978,7618333;4381,187667;23,66666667;59,48;23,66
16/03/2022 6:00;979,7413333;4380,803333;23,66666667;59,52;23,66
16/03/2022 7:00;979,121;4382,294833;23,66666667;59,15;23,66
16/03/2022 21:00;969,3521667;4356,46;23,76;54,99;23,65
16/03/2022 22:00;964,2841667;4349,5145;23,76;55;23,66
16/03/2022 23:00;962,9555;4349,438167;23,76;55,08;23,66
17/03/2022 0:00;962,9365;4346,4825;23,76;55,3;23,67
17/03/2022 1:00;962,2875;4345,835;23,76;55,42;23,67
17/03/2022 2:00;971,9065;4348,074833;23,76;55,6;23,67
17/03/2022 3:00;975,5358333;4350,918167;23,76;55,8;23,68
17/03/2022 4:00;974,8141667;4341,272;23,76;55,99;23,68
17/03/2022 5:00;973,8748333;4343,854833;23,76;56,15;23,68
17/03/2022 6:00;973,2003333;4344,905;23,76;56,38;23,69
17/03/2022 8:00;959,4895;4313,848333;21,99807692;41,44;23,63
17/03/2022 9:00;956,6906667;4308,732167;24,86;41,08;23,67
17/03/2022 10:00;954,3753333;4308,046167;24,86;41,05;23,71
17/03/2022 11:00;951,2056667;4302,02;24,86;40,8;23,76
17/03/2022 12:00;948,6921667;4310,171;24,86;40,88;23,8
17/03/2022 13:00;780,4318333;3753,225833;24,86;40,99;23,82
17/03/2022 14:00;698,0506667;3545,017667;24,86;41,11;23,85
17/03/2022 15:00;696,7556667;3554,115333;24,86;41,06;23,88
17/03/2022 16:00;695,1201667;3546,748833;24,86;41,06;23,92
17/03/2022 17:00;693,183;3554,282167;24,86;41,14;23,95
17/03/2022 18:00;690,4053333;3552,976167;24,86;41,33;23,99
18/03/2022 0:00;763,7161667;3877,077667;24,85;41,69;24,26
18/03/2022 1:00;924,8686667;4322,932667;24,85;41,76;24,36
18/03/2022 2:00;919,9961667;4322,371;24,85;41,81;24,4
18/03/2022 3:00;916,3486667;4322,350333;24,85;41,8;24,44
18/03/2022 4:00;915,1186667;4325,334833;24,85;41,85;24,48
18/03/2022 5:00;919,4011667;4328,097833;24,85;42,13;24,52
18/03/2022 6:00;916,3718333;4330,354333;24,85;42,26;24,56
18/03/2022 7:00;912,4993333;4332,509;24,85;42,14;24,6
18/03/2022 8:00;907,4808333;4327,501333;24,84545455;41,82;24,64
18/03/2022 9:00;903,2335;4336,326333;24,85;41,57;24,68
18/03/2022 10:00;899,2516667;4333,289;24,85;41,56;24,71
18/03/2022 11:00;695,1875;3633,2815;24,85;41,57;24,6
18/03/2022 12:00;647,219;3546,7485;24,85;41,41;24,61
18/03/2022 13:00;643,4346667;3544,220333;24,86;41,39;24,64
18/03/2022 14:00;642,7506667;3547,388333;24,86;41,24;24,67
18/03/2022 15:00;643,0003333;3546,123;24,86;41,43;24,71
18/03/2022 16:00;642,5763333;3546,0455;24,86;42,12;24,74
18/03/2022 17:00;641,9691667;3539,415;24,86;44,45;24,77
18/03/2022 18:00;641,0548333;3542,241667;24,85;42,76;24,86
18/03/2022 19:00;643,5205;3539,276167;24,85;41,44;24,86
18/03/2022 20:00;651,4166667;3546,1255;24,85;41,44;24,86
18/03/2022 21:00;650,6526667;3540,136167;24,85;41,36;24,85
18/03/2022 22:00;650,1285;3547,771833;24,85;41,4;24,85
18/03/2022 23:00;649,4638333;3541,728333;24,85;41,43;24,85
19/03/2022 0:00;699,8791667;3765,414167;24,85;41,7;24,85
19/03/2022 1:00;890,5891667;4339,597;24,85;41,62;24,85
19/03/2022 2:00;888,6156667;4335,477;24,85;41,52;24,85
19/03/2022 3:00;887,5598333;4333,474833;24,85;41,57;24,85
19/03/2022 4:00;886,7231667;4335,315167;24,85;41,57;24,85
19/03/2022 5:00;885,5428333;4335,172333;24,85;41,59;24,85
19/03/2022 6:00;884,7201667;4340,098667;24,85;41,61;24,85
19/03/2022 7:00;883,2275;4331,968;24,85;41,5;24,85
19/03/2022 8:00;880,4831667;4323,200167;24,85;41,3;24,85
19/03/2022 9:00;889,4123333;4332,827333;24,84285714;41,27;24,85
19/03/2022 10:00;889,9076667;4337,085;24,85384615;41,05;24,85
19/03/2022 11:00;887,4861667;4324,755167;24,85384615;41,16;24,85
19/03/2022 12:00;662,2496667;3568,109333;24,85384615;40,93;24,85
19/03/2022 13:00;653,5006667;3574,034;24,85384615;40,79;24,85
19/03/2022 14:00;652,8566667;3572,095333;24,85384615;40,8;24,85
19/03/2022 15:00;651,8991667;3568,504167;24,85384615;40,89;24,85
19/03/2022 16:00;651,1811667;3567,338833;24,85384615;41,03;24,85
19/03/2022 17:00;650,4693333;3569,573167;24,7;44,76;24,85
19/03/2022 18:00;650,8768333;3570,424167;24,86;46,02;24,85
19/03/2022 19:00;651,6171667;3574,05;24,86;41,46;24,85
20/03/2022 0:00;593,2553333;3406,8465;24,85;41,71;24,85
20/03/2022 1:00;898,3941667;4377,1775;24,85;41,73;24,85
20/03/2022 2:00;901,1996667;4370,574333;24,85;41,65;24,85
20/03/2022 3:00;900,5153333;4372,255833;24,75;45,58;24,84
20/03/2022 4:00;899,7378333;4366,633333;24,56666667;52,2;24,83
20/03/2022 7:00;897,318;4372,173333;25;42,87;24,81
20/03/2022 8:00;896,24;4375,188833;24,85;40,65;24,81
20/03/2022 9:00;895,7953333;4373,35;24,84893617;40,63;24,81
20/03/2022 10:00;895,7223333;4370,964667;24,9;40,66;24,81
20/03/2022 11:00;894,4668333;4374,019833;24,85;40,78;24,81
20/03/2022 12:00;893,6295;4373,316333;24,85;40,69;24,81
20/03/2022 13:00;835,8116667;4147,4395;24,85;40,63;24,82
20/03/2022 14:00;650,7693333;3589,7555;24,83636364;40,66;24,82
20/03/2022 16:00;656,5795;3592,074667;24,1;44,23;24,74
20/03/2022 17:00;655,8893333;3593,017667;24,75454545;43,26;24,73
20/03/2022 18:00;653,324;3567,863833;24,75454545;43,54;24,73
20/03/2022 22:00;447,7131667;2801,1595;24,75454545;43,96;24,75
21/03/2022 0:00;457,7428333;2863,812;24,75;43,99;24,74
21/03/2022 1:00;656,758;3603,368333;24,75;44;24,71
21/03/2022 2:00;658,38;3605,821667;24,75;44,05;24,71
21/03/2022 3:00;657,9231667;3604,858167;24,75;44,04;24,71
21/03/2022 4:00;657,6355;3605,6755;24,75;44,05;24,7
21/03/2022 5:00;657,2825;3602,972;24,75;44,08;24,7
21/03/2022 6:00;658,8838333;3607,343333;24,75;44,11;24,7
21/03/2022 7:00;669,8781667;3598,649333;24,75;43,96;24,69
21/03/2022 8:00;668,6351667;3596,7335;24,74545455;43,55;24,69
21/03/2022 9:00;667,0956667;3596,526;24,74545455;43,19;24,69
21/03/2022 10:00;665,8925;3594,016667;24,74545455;43,04;24,68
21/03/2022 11:00;665,577;3587,8875;24,74545455;42,92;24,68
21/03/2022 12:00;664,7511667;3591,603333;24,74545455;43,04;24,68
21/03/2022 13:00;846,4295;4225,604833;24,75;43,03;24,68
21/03/2022 14:00;907,87;4372,532167;24,75;43,09;24,67
21/03/2022 15:00;906,2978333;4381,156167;24,75;43,01;24,66
21/03/2022 16:00;905,307;4382,054167;24,75555556;42,88;24,66
21/03/2022 17:00;904,9991667;4377,682667;24,75555556;43,16;24,65
21/03/2022 18:00;904,1223333;4385,154;24,75555556;43,31;24,73
21/03/2022 19:00;737,4655;3797,796667;24,75555556;43,37;24,67
21/03/2022 20:00;670,092;3599,888;24,75555556;43,36;24,68
21/03/2022 21:00;673,9448333;3599,445833;24,75555556;43,54;24,68
21/03/2022 22:00;673,6556667;3596,707333;24,75555556;43,69;24,68
21/03/2022 23:00;671,6573333;3599,084333;24,75555556;43,68;24,67
22/03/2022 0:00;668,7273333;3591,928667;24,75555556;43,64;24,73
22/03/2022 1:00;668,4531667;3595,939333;24,75555556;43,65;24,75
22/03/2022 2:00;668,1413333;3598,512667;24,75555556;43,62;24,75
22/03/2022 3:00;667,5181667;3599,976333;24,75555556;43,66;24,75
22/03/2022 4:00;666,9495;3596,425833;24,75555556;43,83;24,75
22/03/2022 5:00;666,3823333;3594,279167;24,75555556;43,95;24,75
22/03/2022 6:00;665,8025;3595,8985;24,75555556;44,07;24,75
22/03/2022 7:00;663,4043333;3593,489;24,75555556;43,88;24,75
22/03/2022 8:00;663,3458333;3595,5115;24,75555556;43,54;24,75
22/03/2022 9:00;670,3435;3587,836667;24,81666667;42,58;24,75
22/03/2022 10:00;662,2923333;3556,407833;24,81666667;42,09;24,76
22/03/2022 11:00;661,0035;3558,9765;24,81666667;41,85;24,76
22/03/2022 12:00;659,4328333;3552,732833;24,81666667;41,62;24,76
22/03/2022 13:00;658,819;3553,854333;24,75;41,93;24,76
22/03/2022 14:00;664,8096667;3582,193;24,75;41,96;24,76
22/03/2022 15:00;791,6038333;3981,441167;24,8;41,77;24,76
22/03/2022 16:00;1360,5695;5659,418833;24,75;42,04;24,77
22/03/2022 17:00;1358,372833;5576,344167;24,75;42,24;24,77
22/03/2022 18:00;1355,6685;5569,1865;24,75;42,32;24,77
22/03/2022 19:00;1353,661333;5568,087667;24,75;42,28;24,77
22/03/2022 20:00;1352,641;5572,168833;24,75;42,28;24,77
22/03/2022 21:00;1418,921167;5755,489167;24,75;42,39;24,77
22/03/2022 22:00;1505,536333;5925,416;24,75;42,54;24,77
22/03/2022 23:00;1504,735667;5925,0515;24,75;42,53;24,77
23/03/2022 0:00;1502,986833;5936,3165;24,75;42,58;24,77
23/03/2022 1:00;1500,730833;5932,736667;24,75;42,61;24,77
23/03/2022 2:00;1498,862167;5923,821167;24,75;42,82;24,77
23/03/2022 3:00;1497,4035;5917,189333;24,75;42,96;24,77
23/03/2022 4:00;1495,664167;5919,754167;24,75;43;24,77
23/03/2022 5:00;1494,287833;5916,703833;24,75;42,93;24,76
23/03/2022 6:00;1330,2615;5469,263833;24,75;42,73;24,76
23/03/2022 7:00;1208,737333;5245,567;24,74545455;42,54;24,76
23/03/2022 8:00;901,355;4264,048333;24,75;42,41;24,76
23/03/2022 9:00;752,9543333;3919,252167;24,75;42,05;24,76
23/03/2022 10:00;752,3671667;3916,5845;24,75;41,89;24,76
23/03/2022 11:00;751,5195;3911,809167;24,75;41,84;24,76
23/03/2022 12:00;751,0843333;3907,400333;24,73333333;41,96;24,76
23/03/2022 13:00;746,337;3869,181833;24,76;42,11;24,76
23/03/2022 14:00;577,9165;3267,008167;24,9;42,19;24,76
23/03/2022 15:00;653,916;3569,344833;24,75;42,36;24,76
23/03/2022 16:00;653,758;3569,7765;24,75;42,67;24,76
23/03/2022 17:00;653,596;3572,584667;24,75;43,16;24,76
23/03/2022 19:00;650,2431667;3563,075833;25,6;35,58;24,74
23/03/2022 20:00;649,5783333;3561,101167;25,6;35,52;24,76
23/03/2022 21:00;651,5303333;3556,091667;25,6;35,39;24,78
23/03/2022 22:00;656,04;3556,524167;25,6;35,4;24,81
23/03/2022 23:00;654,6408333;3556,072;25,6;35,37;24,83
24/03/2022 0:00;652,913;3558,2915;25,6;35,27;24,86
24/03/2022 1:00;651,4545;3564,867333;25,6;35,23;24,89
24/03/2022 2:00;681,6838333;3705,718833;25,55;35,41;24,91
24/03/2022 3:00;878,8565;4319,954;25,55;35,32;24,97
24/03/2022 4:00;876,2015;4323,1095;25,55;35,35;25
24/03/2022 5:00;873,5025;4320,087833;25,55;35,21;25,02
24/03/2022 6:00;870,5528333;4321,1885;25,55;35,25;25,05
24/03/2022 7:00;867,5075;4329,481167;25,55;35,1;25,08
24/03/2022 8:00;864,6023333;4326,465333;25,55;35,01;25,11
24/03/2022 9:00;861,8243333;4330,033833;25,55;34,82;25,14
24/03/2022 10:00;858,7798333;4328,807333;25,55;34,76;25,17
24/03/2022 11:00;863,8158333;4329,072333;25,55;34,69;25,2
24/03/2022 12:00;864,3043333;4329,051667;25,55;34,91;25,22
24/03/2022 13:00;861,9811667;4321,746833;25,55;35,17;25,25
24/03/2022 14:00;859,7591667;4329,769833;25,55;34,96;25,28
24/03/2022 15:00;857,0513333;4326,994333;25,55;34,63;25,31
24/03/2022 16:00;855,2783333;4329,874833;25,55;34,86;25,34
24/03/2022 17:00;853,6583333;4338,034667;25,55;34,77;25,37
24/03/2022 18:00;850,1948333;4333,246667;25,55;34,83;25,39
24/03/2022 19:00;848,3653333;4333,810667;25,55;34,79;25,42
24/03/2022 20:00;846,7351667;4336,724667;25,55;34,74;25,45
24/03/2022 21:00;843,8956667;4331,334167;25,55;34,81;25,48
24/03/2022 22:00;837,8976667;4332,972667;25,55;34,77;25,56
24/03/2022 23:00;835,311;4330,488333;25,55;34,89;25,56
25/03/2022 0:00;837,8423333;4339,414;25,55;34,84;25,56
25/03/2022 1:00;837,7638333;4337,5595;25,55;34,88;25,56
25/03/2022 2:00;837,3056667;4336,5235;25,55;34,96;25,56
25/03/2022 3:00;836,6753333;4335,726667;25,55;34,91;25,55
25/03/2022 4:00;836,2051667;4337,515333;25,55;34,83;25,55
25/03/2022 5:00;835,5823333;4336,849333;25,55;34,85;25,55
25/03/2022 6:00;835,2281667;4334,379;25,55;34,8;25,55
25/03/2022 7:00;834,3261667;4336,625667;25,55;34,77;25,55
25/03/2022 8:00;833,6963333;4338,008167;25,55;34,7;25,55
25/03/2022 9:00;832,9831667;4339,082833;25,55;34,6;25,55
25/03/2022 10:00;832,3483333;4334,995;25,55;34,32;25,55
25/03/2022 11:00;831,716;4337,375167;25,55;34,24;25,55
25/03/2022 12:00;831,1965;4334,902333;25,55;34,24;25,55
25/03/2022 13:00;843,5813333;4326,1335;25,55;34,09;25,55
25/03/2022 14:00;844,4751667;4334,414667;25,55;34,14;25,55
25/03/2022 15:00;843,6518333;4326,518;25,55;34,28;25,55
25/03/2022 16:00;842,7703333;4330,642833;25,55;34,36;25,55
25/03/2022 17:00;842,0158333;4333,474833;25,55;34,61;25,55
25/03/2022 18:00;840,9646667;4331,636;25,55;34,64;25,55
25/03/2022 21:00;1030,2575;4863,200833;25,575;40,64;25,54
25/03/2022 22:00;1492,809333;6104,554333;25,575;34,39;25,54
25/03/2022 23:00;1494,4585;6101,132333;25,575;34,47;25,54
26/03/2022 1:00;796,9843333;4315,345333;25,65;34,59;25,55
26/03/2022 2:00;832,7765;4332,557167;25,65;34,67;25,56
26/03/2022 3:00;842,2821667;4336,4835;25,65;34,68;25,56
26/03/2022 4:00;846,7705;4332,889833;25,65;34,68;25,56
26/03/2022 5:00;846,4516667;4335,627333;25,65;34,69;25,57
26/03/2022 6:00;845,7395;4333,001667;25,65;34,7;25,57
26/03/2022 7:00;844,8638333;4332,943;25,65;34,67;25,57
26/03/2022 8:00;843,852;4333,527667;25,65;34,42;25,58
26/03/2022 9:00;842,7728333;4332,089833;25,65;34,33;25,58
26/03/2022 10:00;841,6993333;4333,575667;25,65;34,29;25,58
26/03/2022 11:00;840,841;4334,179667;25,65;34,14;25,59
26/03/2022 12:00;839,5925;4330,354;25,65;33,96;25,59
26/03/2022 13:00;838,449;4329,9085;25,65;33,85;25,6
26/03/2022 14:00;845,8063333;4327,828;25,65;33,8;25,6
26/03/2022 15:00;846,1641667;4333,6145;25,65;33,78;25,6
26/03/2022 16:00;845,3981667;4331,7695;25,65;33,91;25,61
26/03/2022 17:00;844,4063333;4330,786167;25,65;34,01;25,61
26/03/2022 19:00;858,0196667;4345,98;23,79444444;39,42;25,32
26/03/2022 20:00;847,3348333;4333,760667;23,79444444;33,28;25,26
26/03/2022 21:00;846,4505;4334,802167;23,79444444;33,27;25,2
26/03/2022 22:00;845,759;4330,998;23,79444444;33,26;25,14
26/03/2022 23:00;845,3418333;4334,106833;25,86666667;33,28;25,15
27/03/2022 0:00;846,0798333;4330,402;25,85;33,2;25,17
27/03/2022 1:00;845,1933333;4328,264167;25,8;33,32;25,18
27/03/2022 2:00;846,6048333;4335,067833;25,8;33,49;25,19
27/03/2022 3:00;854,949;4330,207667;25,8;33,61;25,2
27/03/2022 4:00;854,4053333;4332,0625;25,8;33,71;25,2
27/03/2022 5:00;852,428;4330,771333;25,8;33,94;25,2
27/03/2022 6:00;851,152;4328,8535;25,8;33,71;25,21
27/03/2022 7:00;849,3436667;4328,938667;25,8;33,53;25,21
27/03/2022 8:00;847,856;4333,436;25,8;33,21;25,22
27/03/2022 9:00;845,5468333;4335,149;25,8;33,14;25,22
27/03/2022 10:00;844,316;4332,435167;25,8;33,18;25,23
27/03/2022 11:00;842,8803333;4336,935;25,8;33,32;25,23
27/03/2022 12:00;841,476;4330,9885;25,86;32,88;25,24
27/03/2022 13:00;840,1505;4330,567167;25,86;31,52;25,25
27/03/2022 14:00;837,7213333;4331,6375;25,85;31,43;25,26
27/03/2022 15:00;837,2248333;4334,470833;25,84;32,56;25,26
27/03/2022 16:00;836,2438333;4330,984;25,74;34,99;25,27
27/03/2022 17:00;842,8838333;4330,6485;25,74;36,22;25,27
27/03/2022 18:00;843,9211667;4335,799167;25,63333333;38,53;25,27
27/03/2022 19:00;843,686;4334,179667;25,8;39,32;25,27
27/03/2022 20:00;841,3111667;4330,213167;25,85882353;33,01;25,28
27/03/2022 21:00;832,4603333;4334,4455;25,85;32,85;25,29
27/03/2022 22:00;822,6568333;4336,7415;25,85;32,9;25,52
27/03/2022 23:00;828,227;4335,225167;25,85;33,28;25,59
28/03/2022 0:00;829,2413333;4336,504667;25,85;33,9;25,67
28/03/2022 1:00;828,6603333;4335,217667;25,85142857;34,03;25,74
28/03/2022 2:00;827,6616667;4336,294333;25,84444444;33,03;25,81
28/03/2022 3:00;826,8018333;4333,8735;25,84444444;33,05;25,81
28/03/2022 4:00;826,011;4340,158833;25,84444444;33,18;25,81
28/03/2022 5:00;827,963;4333,663333;25,84444444;33,2;25,81
28/03/2022 6:00;831,5263333;4336,442667;25,84444444;33,23;25,82
28/03/2022 7:00;831,0883333;4332,871167;25,84444444;33,22;25,82
28/03/2022 8:00;830,2098333;4335,466667;25,84444444;33,08;25,82
28/03/2022 9:00;829,4138333;4337,931167;25,84444444;32,88;25,82
28/03/2022 10:00;828,724;4338,673;25,84444444;32,71;25,82
28/03/2022 11:00;827,9035;4333,603333;25,84444444;32,45;25,82
28/03/2022 12:00;827,2781667;4335,938167;25,84444444;32,44;25,83
28/03/2022 13:00;826,3933333;4333,844833;25,84444444;32,6;25,83
28/03/2022 14:00;825,7135;4333,568333;25,84444444;32,47;25,83
28/03/2022 15:00;825,1551667;4330,4455;25,84444444;32,43;25,83
28/03/2022 16:00;824,8825;4337,825833;25,85555556;32,6;25,83
28/03/2022 17:00;824,3271667;4334,87;25,85;32,76;25,83
28/03/2022 18:00;823,5888333;4334,564167;25,83333333;32,84;25,83
28/03/2022 19:00;823,1311667;4339,341333;25,85;32,86;25,83
28/03/2022 20:00;822,5843333;4336,236167;25,85;32,9;25,83
28/03/2022 21:00;822,1443333;4337,560833;25,852;33;25,84
28/03/2022 22:00;821,5953333;4332,604333;25,85;33,07;25,85
